id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
18274276,Asus,"Asus Tuf Gtx 1650S - 4GB, 2Xfans, 1Xhdmi, 1Xdp","Asus Tuf Gtx 1650S - 4GB, 2Xfans, 1Xhdmi, 1Xdp",5299.98,ZAR,26956,https://sbsdomain.com/asus-tuf-gtx-1650s-4gb-2xfans-1xhdmi-1xdp,"Asus Tuf Gtx 1650S - 4GB, 2Xfans, 1Xhdmi, 1Xdp. Description: Asus Tuf Gtx 1650S - 4GB, 2Xfans, 1Xhdmi, 1Xdp",Tuf Gtx 1650S,,GPU,GeForce GTX 1650 Super,4.0,,,,,,,,,,,,,
64818764,Sandisk,SANDISK 64GB CZ73 ULTRA FLAIR USB3.0 FLASH DRIVE-WRTY 5YRS W/DISTRIBUTOR,Warranty : 5 Years with Local Distributor - Convergent,14.0,SGD,1516999,https://www.allstars.com.sg/sandisk-64gb-cz73-ultra-flair-usb3-0-flash-drive-wrty-5yrs-w-distributor,SANDISK 64GB CZ73 ULTRA FLAIR USB3.0 FLASH DRIVE-WRTY 5YRS W/DISTRIBUTOR. Description: Warranty : 5 Years with Local Distributor - Convergent,ULTRA FLAIR,CZ73,USB_STICK,,,64.0,,,USB 3.0,,,,,,,,,
62044328,Kingston,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,13.99,EUR,1925917,https://www.fotofabrikas.lt/items/USB-laikmenos/USB-raktai/8617a3d.2-Kingston-DataTraveler-50-64GB-USB-3-0-MetalBlue-Kingston.html,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston. Description: Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,DataTraveler 50,,USB_STICK,,,64.0,,,USB 3.1,,,,,,,,Metal/Blue,
49387605,Asus,ASUS GeForce GTX 1660 Ti 6GB Dual Boost Graphics Card,"Available @ CCL: ASUS GeForce GTX 1660 Ti Dual 6GB Overclocked Graphics Card. HDMI, DVI and DisplayPort inputs. Direct X 12 Support. VR Ready.",,,4146431,https://www.cclonline.com/product/273540/90YV0CT2-M0NA00/Graphics-Cards/ASUS-Dual-GeForce-GTX-1660-Ti-Graphics-Card-DUAL-GTX1660TI-O6G/VGA5466,"ASUS GeForce GTX 1660 Ti 6GB Dual Boost Graphics Card. Description: Available @ CCL: ASUS GeForce GTX 1660 Ti Dual 6GB Overclocked Graphics Card. HDMI, DVI and DisplayPort inputs. Direct X 12 Support. VR Ready.",GeForce GTX 1660 Ti 6GB Dual Boost,,GPU,GeForce GTX 1660 Ti,6.0,,,,,,,,,,,,,
76305683,Asus,Asus GeForce GTX 1660 SUPER Dual EVO OC 6GB - Graphics card,"Buy Asus GeForce GTX 1660 SUPER Dual EVO OC 6GB - Graphics card at multitronic.fi, as well as find price, description and specifications online.",,,964313,https://www.multitronic.fi/en/products/2401843/asus-geforce-gtx-1660-super-dual-evo-oc-6gb---graphics-card,"Asus GeForce GTX 1660 SUPER Dual EVO OC 6GB - Graphics card. Description: Buy Asus GeForce GTX 1660 SUPER Dual EVO OC 6GB - Graphics card at multitronic.fi, as well as find price, description and specifications online.",GeForce GTX 1660 SUPER Dual EVO OC,,GPU,GeForce GTX 1660 Super,6.0,,,,,,,,,,,,,
91423481,Sandisk,SanDisk Cruzer Glide - USB flash drive - 64 GB,"The Cruzer Glide USB flash drive offers an easy and secure way to share, move, and back up your most important files. Featuring a compact design with a retractable USB connector, this flash drive is ideal for data users who need easy, portable access to their media and personal files.",20.94,USD,763994,https://www.cdwg.com/product/sandisk-cruzer-glide-usb-flash-drive-64-gb/2721117,"SanDisk Cruzer Glide - USB flash drive - 64 GB. Description: The Cruzer Glide USB flash drive offers an easy and secure way to share, move, and back up your most important files. Featuring a compact design with a retractable USB connector, this flash drive is ideal for data users who need easy, portable access to their media and personal files.",Cruzer Glide,,USB_STICK,,,64.0,,,,,,,,,,,,
24481611,Seagate,Seagate Backup Plus Hub STEL8000100 - hard drive - 8 TB - USB 3.0,"Seagate Backup Plus Desktop drives feature cross-platform compatibility, exceptional reliability and speed, you can back up just about everything.",184.99,USD,174280,https://www.cdwg.com/product/seagate-backup-plus-hub-stel8000100-hard-drive-8-tb-usb-3.0/4233290,"Seagate Backup Plus Hub STEL8000100 - hard drive - 8 TB - USB 3.0. Description: Seagate Backup Plus Desktop drives feature cross-platform compatibility, exceptional reliability and speed, you can back up just about everything.",Backup Plus Hub,ST3600057SS-EQL,HDD,,,8000.0,,,USB 3.0,,,,,,,,,
19819328,Powercolor,PowerColor Radeon Red Devil RX 5700XT 8GB Graphics Card,"RX 5700 XT, 8GB GDDR6, 2010 MHz Boost Clock, Triple Fan Cooling",398.99,GBP,936149,https://www.ebuyer.com/910394-powercolor-radeon-red-devil-rx-5700xt-8gb-graphics-card-axrx-5700xt-8gbd6-3dhe-oc,"PowerColor Radeon Red Devil RX 5700XT 8GB Graphics Card. Description: RX 5700 XT, 8GB GDDR6, 2010 MHz Boost Clock, Triple Fan Cooling",Radeon Red Devil RX 5700XT,,GPU,Radeon RX 5700 XT,8.0,,,,,,,,,,,GDDR6,,
96449907,Lacie,Lacie LaCie 4TB Rugged Mini portable hard drive USB 3.0,LaCie 4TB Rugged Mini portable hard drive USB 3.0,259.99,AUD,2053613,https://shop.ilovecomputers.com.au/lacie-lacie-4tb-rugged-mini-portable-hard-drive-us.html,Lacie LaCie 4TB Rugged Mini portable hard drive USB 3.0. Description: LaCie 4TB Rugged Mini portable hard drive USB 3.0,LaCie 4TB Rugged Mini portable hard drive,,HDD,,,4000.0,,,USB 3.1,,,,,,,,,
31637443,Kingston,Kingston 128GB DataTraveler SE9 DTSE9G2/128GB USB 3.0 Flash Drive,DTSE9G2/128GB CXH 128GB USB 3.0 Flash Drive r100MB/s w15MB/s DataTraveler SE9 G2 Metal Casing Retail,22.85,USD,380641,https://www.oempcworld.com/OEMPCworld-com/038702.html,Kingston 128GB DataTraveler SE9 DTSE9G2/128GB USB 3.0 Flash Drive. Description: DTSE9G2/128GB CXH 128GB USB 3.0 Flash Drive r100MB/s w15MB/s DataTraveler SE9 G2 Metal Casing Retail,DataTraveler SE9,SDIX60N-128G-GN6NE,USB_STICK,,,128.0,100.0,15.0,USB 3.1,,,,,,,,,
11389222,,Funny USB Flash Drives Skull Skeleton Pendrives 32GB 4GB 8GB 16GB Pen Drive Personalized Memory Stick I Flashdisk Creative Gifts,Buy Funny USB Flash Drives Skull Skeleton Pendrives 32GB 4GB 8GB 16GB Pen Drive Personalized Memory Stick I Flashdisk Creative Gifts at www.kevelostore.com! Free shipping. 45 days money back guarantee.,13.99,USD,78417052,https://www.kevelostore.com/funny-usb-flash-drives-skull-skeleton-pendrives-32gb-4gb-8gb-16gb-pen-drive-personalized-memory-stick-i-flashdisk-creative-gifts,Funny USB Flash Drives Skull Skeleton Pendrives 32GB 4GB 8GB 16GB Pen Drive Personalized Memory Stick I Flashdisk Creative Gifts. Description: Buy Funny USB Flash Drives Skull Skeleton Pendrives 32GB 4GB 8GB 16GB Pen Drive Personalized Memory Stick I Flashdisk Creative Gifts at www.kevelostore.com! Free shipping. 45 days money back guarantee.,,,USB_STICK,,,32.0,,,,,,,,,,,,
61023226,Sandisk,SanDisk Ultra USB 3.0 Flash Drive 128GB,"Condition : NewShipped in 3 to 5 working daysSDCZ48-128G-U46SanDisk USB Flash Drives offer a fast, convenient way to back up, share, carry and transfer your files. These flash drives provide enough space to store your photos, videos, music, and other personal files. With their pocket-sized designs and expansive capacities, SanDisk USB drives let you take your files wherever you go.Transfer speeds up to 10 x faster than USB 2.08What's in the box1 x SanDisk Ultra 128GB Flash Drive",298.0,ZAR,36163,https://www.egadgets.co.za/product/sandisk-ultra-usb-3-0-flash-drive-128gb,"SanDisk Ultra USB 3.0 Flash Drive 128GB. Description: Condition : NewShipped in 3 to 5 working daysSDCZ48-128G-U46SanDisk USB Flash Drives offer a fast, convenient way to back up, share, carry and transfer your files. These flash drives provide enough space to store your photos, videos, music, and other personal files. With their pocket-sized designs and expansive capacities, SanDisk USB drives let you take your files wherever you go.Transfer speeds up to 10 x faster than USB 2.08What's in the box1 x SanDisk Ultra 128GB Flash Drive",Ultra,SDCZ73-256G-G46,USB_STICK,,,128.0,,,USB 3.1,,,,,,,,,
22290248,Gigabyte,Gigabyte nVidia GTX 1050 Ti OC 4096MB Graphics Card,"GIGABYTE nVidia GeForce GTX 1050Ti OC4096MB GDDR5128-Bit Memory BusPCI Express 3.0Connections : 1x Dual-Link DVI-D, 1x HDMI, 1x DisplayPortOC Mode Core: Base : 1341MHz | Boost : 1455MHz | Memory: 7008MHzGaming Mode Core : Base : 1316MHz | Boost : 1430MHz | Memory: 7008MHz* Images and videos are illustrative andmay differ from actual product.",3739.0,ZAR,140425,https://www.thedigitalfactory.co.za/products/gigabyte-nvidia-gtx-1050ti-oc-4096mb-graphics-card,"Gigabyte nVidia GTX 1050 Ti OC 4096MB Graphics Card. Description: GIGABYTE nVidia GeForce GTX 1050Ti OC4096MB GDDR5128-Bit Memory BusPCI Express 3.0Connections : 1x Dual-Link DVI-D, 1x HDMI, 1x DisplayPortOC Mode Core: Base : 1341MHz | Boost : 1455MHz | Memory: 7008MHzGaming Mode Core : Base : 1316MHz | Boost : 1430MHz | Memory: 7008MHz* Images and videos are illustrative andmay differ from actual product.",GTX 1050 Ti OC,,GPU,GeForce GTX 1050 Ti,4.0,,,,PCIe 3.0,,,,,,,GDDR5,,
22323468,Western Digital,WD CSSD BLACK HEATSINK M.2 500GB PCIE GEN3 (WDS500G3XHC) (Warranty with WD SG),Warranty : with WD,199.0,SGD,845332,https://www.allstars.com.sg/wd-cssd-black-heatsink-m-2-500gb-pcie-gen3-wds500g3xhc-warranty-with-wd-sg,WD CSSD BLACK HEATSINK M.2 500GB PCIE GEN3 (WDS500G3XHC) (Warranty with WD SG). Description: Warranty : with WD,CSSD BLACK HEATSINK,ZA480CV1A001,SSD,,,500.0,,,PCIe 3.0,M.2,,,,,M.2,,,M.2
92282447,Western Digital,WD Black 250GB SN750 M.2 NVME PCI-E Gen3 Solid State Drive (WDS250G3X0C),"Western Digital M.2 SSD range has the same expectations of reliability and performance that come with the mechanical hard drives and they have not disappointed. Using 3D Nand Technology they have managed to create speeds of upto 1,600 MB/s write and 3,100MB/s Read speeds. Showing confidence in the product WD are offering a 5 year warranty to cover you for any problems with the drive.Level up to NVME SSD PerformanceThe WD BLACK™ SN750 NVMe™ SSD delivers top-tier performance for gaming and hardware enthusiasts who are looking to build or upgrade their PC. Available in capacities up to 2TB, the WD Black SN750 NVMe SSD rivals some of the best performing drives on the market to help give gamers that competitive edge.Performance MattersLive life in the fast lane, whether you’re looking to boost your system’s overall responsiveness or load games and levels quickly, the WD BLACK drive cuts down on your wait time to get back into action and gets you ahead of the game.Space to PlayAt the core of the WD BLACK drive is its revolutionary NAND technology. By doubling the storage density from its previous generation, our 64-layer 3D NAND pushes the limitations of storage and showcases the amazing feat of NAND innovation. This means extended capacity on a single-sided drive that’s roughly the size of a gumstick, enough to store your large files and video games.WD Black SSD DashboardThe WD BLACK SSD Dashboard gives you the ability to optimize performance by enabling the gaming mode feature. This disables the low power mode function on the SSD, which keeps your drive firing on all cylinders during intense gaming sessions.Specification:- Interface: PCIe Gen3 8 Gb/s, up to 4 lanes- Form Factor: M.2 2280- Sequential Read/Write: Upto 3100 / Upto 1600 MB/s- Read 4KB IOPS: Upto 220K- Write 4KB IOPS: Upto 180K- MTTF: 1,750,000 hours- Warranty: 5 Years",67.99,GBP,1342433,https://www.365games.co.uk/internal-solid-state-drives/wd-black-250gb-sn750-m-2-nvme-pci-e-gen3-solid-state-drive-wds250g3x0c,"WD Black 250GB SN750 M.2 NVME PCI-E Gen3 Solid State Drive (WDS250G3X0C). Description: Western Digital M.2 SSD range has the same expectations of reliability and performance that come with the mechanical hard drives and they have not disappointed. Using 3D Nand Technology they have managed to create speeds of upto 1,600 MB/s write and 3,100MB/s Read speeds. Showing confidence in the product WD are offering a 5 year warranty to cover you for any problems with the drive.Level up to NVME SSD PerformanceThe WD BLACK™ SN750 NVMe™ SSD delivers top-tier performance for gaming and hardware enthusiasts who are looking to build or upgrade their PC. Available in capacities up to 2TB, the WD Black SN750 NVMe SSD rivals some of the best performing drives on the market to help give gamers that competitive edge.Performance MattersLive life in the fast lane, whether you’re looking to boost your system’s overall responsiveness or load games and levels quickly, the WD BLACK drive cuts down on your wait time to get back into action and gets you ahead of the game.Space to PlayAt the core of the WD BLACK drive is its revolutionary NAND technology. By doubling the storage density from its previous generation, our 64-layer 3D NAND pushes the limitations of storage and showcases the amazing feat of NAND innovation. This means extended capacity on a single-sided drive that’s roughly the size of a gumstick, enough to store your large files and video games.WD Black SSD DashboardThe WD BLACK SSD Dashboard gives you the ability to optimize performance by enabling the gaming mode feature. This disables the low power mode function on the SSD, which keeps your drive firing on all cylinders during intense gaming sessions.Specification:- Interface: PCIe Gen3 8 Gb/s, up to 4 lanes- Form Factor: M.2 2280- Sequential Read/Write: Upto 3100 / Upto 1600 MB/s- Read 4KB IOPS: Upto 220K- Write 4KB IOPS: Upto 180K- MTTF: 1,750,000 hours- Warranty: 5 Years",Black SN750,MZ-76P512B/EU,SSD,,,250.0,1600.0,3100.0,PCIe 3.0,NVME,,,,,M.2,,,M.2 2280
37356406,Seagate,"Seagate SSD FireCuda 520 500GB, PCI Express 4.0 x4, M.2 2280","Seagate SSD FireCuda 520 500GB, PCI Express 4.0 x4, M.2 2280",611.07,RON,307333,https://www.garagemall.ro/solid-state-drive-ssd/seagate/161545-ssd-firecuda-520-500gb-pci-express-4-0-x4-m-2-2280,"Seagate SSD FireCuda 520 500GB, PCI Express 4.0 x4, M.2 2280. Description: Seagate SSD FireCuda 520 500GB, PCI Express 4.0 x4, M.2 2280",FireCuda 520,,SSD,,,500.0,,,PCIe 4.0 x4,,,,,,M.2,,,M.2 2280
2988772,Intel,Intel 665P 1TB M.2 SSD,"M.2 2280, PCIe 3.0 x4, NVMe, 3D3 QLC, up to 2000/1925 MB/s 300TBW",2207.05,NOK,657936,https://www.komplett.no/product/1154025/datautstyr/lagring/harddiskerssd/ssd-m2/intel-665p-1tb-m2-ssd,"Intel 665P 1TB M.2 SSD. Description: M.2 2280, PCIe 3.0 x4, NVMe, 3D3 QLC, up to 2000/1925 MB/s 300TBW",665P,,SSD,,,1000.0,1925.0,2000.0,PCIe 4.0 x4,NVMe,,,,,M.2,,,M.2 2280
88986804,Seagate,Seagate 12TB SkyHawk 3.5in SATA Surveillance Hard Drive,"Seagate 12TB SkyHawk 3.5in SATA Surveillance Hard DriveImagePerfect™ AI firmware for superior image integrity alongside additional AI workload support in always-on, AI-enabled surveillance systems.Custom designed to support an additional 32 AI streams while simultaneously and flawlessly recording footage up to 64 HD cameras.Designed and built to handle heavy surveillance workloads in traditional video recording and in advanced video analytics environments.Advanced vibration management for superior and sustained performance in 16+ bay NVR systems.Improved reliability and reduced total cost of ownership with 1.5M-hr. MTBF and 3-year limited warranty.Market Leader In Surveillance StorageSeagate has dominated the data storage industry for 40 years because we understand your unique data storage challenges.See More. Store More.24×7 workloads can leverage up to 16TB with drives designed for DVR and NVR systems. SkyHawk surveillance drives are equipped with enhanced ImagePerfect™ and SkyHawk Health Management to help you sail through your toughest challenges.SPECIFICATIONS:Seagate ST12000VE0008 12TB SkyHawk AI 3.5\"" Surveillance Hard Drive Interface: SATA 6 Gb/s - Capacity: 12TB Cache: 256MB MTBF: 1,500,000 Hours Drive Bays Supported: 16+ AI Streams: 32 HD Cameras Supported: Up to 64 RV Sensors Max Sustained Transfer Rate OD: 250 MB/s",499.0,AUD,471238,https://www.umart.com.au/Seagate-12TB-SkyHawk-3-5in-SATA-Surveillance-Hard-Drive_56547G.html,"Seagate 12TB SkyHawk 3.5in SATA Surveillance Hard Drive. Description: Seagate 12TB SkyHawk 3.5in SATA Surveillance Hard DriveImagePerfect™ AI firmware for superior image integrity alongside additional AI workload support in always-on, AI-enabled surveillance systems.Custom designed to support an additional 32 AI streams while simultaneously and flawlessly recording footage up to 64 HD cameras.Designed and built to handle heavy surveillance workloads in traditional video recording and in advanced video analytics environments.Advanced vibration management for superior and sustained performance in 16+ bay NVR systems.Improved reliability and reduced total cost of ownership with 1.5M-hr. MTBF and 3-year limited warranty.Market Leader In Surveillance StorageSeagate has dominated the data storage industry for 40 years because we understand your unique data storage challenges.See More. Store More.24×7 workloads can leverage up to 16TB with drives designed for DVR and NVR systems. SkyHawk surveillance drives are equipped with enhanced ImagePerfect™ and SkyHawk Health Management to help you sail through your toughest challenges.SPECIFICATIONS:Seagate ST12000VE0008 12TB SkyHawk AI 3.5\"" Surveillance Hard Drive Interface: SATA 6 Gb/s - Capacity: 12TB Cache: 256MB MTBF: 1,500,000 Hours Drive Bays Supported: 16+ AI Streams: 32 HD Cameras Supported: Up to 64 RV Sensors Max Sustained Transfer Rate OD: 250 MB/s",SkyHawk,832514-b21,HDD,,,12000.0,,,SATA III,SATA,,,,,3.5in SATA,,,3.5in
44989963,Intel,Intel 660p SSD M.2 NVMe - 2TB,"SSD (Solid state drive), 2 TB, intern, Datahastighet: 1800 MBps (les) / 1800 MBps (skriv), IOPS: 220000 (les) / 220000 (skriv), M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.2 (Non-Volatile Memory Express), 256-bit AES kryptering",2812.0,NOK,972766,https://www.proshop.no/SSD/Intel-660p-SSD-M2-NVMe-2TB/2676193,"Intel 660p SSD M.2 NVMe - 2TB. Description: SSD (Solid state drive), 2 TB, intern, Datahastighet: 1800 MBps (les) / 1800 MBps (skriv), IOPS: 220000 (les) / 220000 (skriv), M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.2 (Non-Volatile Memory Express), 256-bit AES kryptering",660p,,SSD,,,2000.0,1800.0,1800.0,PCIe 4.0 x4,NVMe,,,,,M.2,,,M.2 2280 (80mm)
24504666,Samsung,"Samsung SSD 860 QVO 2.5\"" 1 TB SATA III","Samsung MZ-76Q1T0BW 860 QVO 1TB 2.5\"" SATA III SSD :: (Components > SSD Solid State Drive)SSD 860 QVO PerformanceQuality and Value Optimised SSDSpeed Up to a New NormalTrusted ReliabilityTerabyte-level capacity",99.18,EUR,392768,https://www.xstra.eu/product/1788/samsung-ssd-860-qvo-25-1-tb-sata-iii.html,"Samsung SSD 860 QVO 2.5\"" 1 TB SATA III. Description: Samsung MZ-76Q1T0BW 860 QVO 1TB 2.5\"" SATA III SSD :: (Components > SSD Solid State Drive)SSD 860 QVO PerformanceQuality and Value Optimised SSDSpeed Up to a New NormalTrusted ReliabilityTerabyte-level capacity",SSD 860 QVO,MZ-76E500BW,SSD,,,1000.0,,,SATA III,SATA,,,,,"2.5"" SATA",,,"2.5"""
76495064,,1000G KC2500 M.2 2280 NVME SSD,1000G KC2500 M.2 2280 NVME SSD,308.99,CAD,596358,https://www.sicarriere.com/produits/cat/stockage/disque-ssd/1000g-kc2500-m2-2280-nvme-ssd/skc2500m81000g,1000G KC2500 M.2 2280 NVME SSD. Description: 1000G KC2500 M.2 2280 NVME SSD,KC2500,,SSD,,,1000.0,,,,NVME,,,,,M.2,,,M.2 2280
7691539,Seagate,HDD 600 Gb SAS 12Gb/s Seagate Enterprise Performance 15K ST600MP0006 2.5,"HDD,HDD;: 3.25Idle, 3.35;",20151.0,RUB,4181758,http://shop.irsural.ru/comp/catalog/hdd/sas/product-265432.html,"HDD 600 Gb SAS 12Gb/s Seagate Enterprise Performance 15K ST600MP0006 2.5. Description: HDD,HDD;: 3.25Idle, 3.35;",Enterprise Performance 15K,737396-B21,HDD,,,600.0,,,SAS 6G,SAS,,,,,2.5-inch SAS,,,2.5
98783247,EVGA,EVGA GeForce GTX 1660 XC Black Gaming 6GB Graphics Card,"Cuda Cores: 1408, Boost Clock: 1785MHz, GDDR5, 192-bit Memory, Memory Clock: 8002Mhz, 1 x DisplayPort, 1 x HDMI, 1 x DL-DVI, 3 Year Warranty*",,,184950,https://www.novatech.co.uk/products/evga-geforce-gtx-1660-xc-black-gaming-6gb-graphics-card/06g-p4-1161-kr.html,"EVGA GeForce GTX 1660 XC Black Gaming 6GB Graphics Card. Description: Cuda Cores: 1408, Boost Clock: 1785MHz, GDDR5, 192-bit Memory, Memory Clock: 8002Mhz, 1 x DisplayPort, 1 x HDMI, 1 x DL-DVI, 3 Year Warranty*",GeForce GTX 1660 XC Black Gaming,,GPU,GeForce GTX 1660,6.0,,,,,,,,,,,GDDR5,,
48500555,Kingston,Kingston 256GB SSD Kc600 3D Tlc SATA3 2.5``,Kingston 256GB SSD Kc600 3D Tlc SATA3 2.5``,1449.99,ZAR,782576,https://sbsdomain.com/kingston-256gb-ssd-kc600-3d-tlc-sata3-25,Kingston 256GB SSD Kc600 3D Tlc SATA3 2.5``. Description: Kingston 256GB SSD Kc600 3D Tlc SATA3 2.5``,Kc600,,SSD,,,256.0,,,SATA,SATA,,,,,2.5-inch SATA,,,2.5``
18772905,XFX,"PLACA VIDEO XFX RX 570 8GB ""RX-570P8DFD6"" - Lichidare stoc",Video OutputNecesita standardul slotului de extensie:PCI Express 3.0 x16Factor de forma:Full-heightChipset (circuit integrat) video:AMD Radeon RX 570GPU Core Name:Polaris 20GPU Core Speed:1286 MHzGPU Quantity:1Stream Processors Quantity:1 x 2048Compute Units Quantity:32Texture Mapping Unit Quantity:1 x 128Render Output Units Quantity (ROP):1 x 32Max. Monitors Supports:5Maximum Resolution:4096x21602D/3D Features:Shader Model 5.0AMD App AccelerationAMD TrueAudio TechnologyAMD EyefinityAMD GCN ArchitectureAMD CrossFireFreeSync TechnologyAMD Liquid VR technologyAMD Virtual Super Resolution (VSR)VR ReadyAMD Xconnect ReadyAMD Frame Rate Target Control (FRTC)API Supports:OpenCL 2.0DirectX 12.0OpenGL 4.5Vulkan 1.0Fill Rate (textures):149.5 GT/sFill Rate (pixels):37.4 GP/sMemorieVideo Memory Type:Video Controller MemoryTip memorie:GDDR5 SDRAMCapacitatea maxima de stocare a memoriei video ce poate fi instalata:1 x 8 GBVideo Memory Speed:7000 MHzMemory Bus Bandwidth:1 x 256 bitiInterface ProvidedDVI Interface Quantity:1DVI Interface Connector Type:24 Pin DVI-DHDMI Interface Quantity:1HDMI Interface Connector Type:HDMI (Type A)DisplayPort Interface Quantity:3MiscellaneousTip pachet:BoxCooling System Type:VGA Cooler (Double Slot)Cabluri incluse:8 PIN to 6 PIN Power CableDimensions & Weight DeviceAdancime:243 mmInaltime:40 mmLatime:124 mm,885.66,Lei,973283,https://shop.one-it.ro/xlichidari-cpu-mb-vga-hdd-ssd-memorii-1065,"PLACA VIDEO XFX RX 570 8GB ""RX-570P8DFD6"" - Lichidare stoc. Description: Video OutputNecesita standardul slotului de extensie:PCI Express 3.0 x16Factor de forma:Full-heightChipset (circuit integrat) video:AMD Radeon RX 570GPU Core Name:Polaris 20GPU Core Speed:1286 MHzGPU Quantity:1Stream Processors Quantity:1 x 2048Compute Units Quantity:32Texture Mapping Unit Quantity:1 x 128Render Output Units Quantity (ROP):1 x 32Max. Monitors Supports:5Maximum Resolution:4096x21602D/3D Features:Shader Model 5.0AMD App AccelerationAMD TrueAudio TechnologyAMD EyefinityAMD GCN ArchitectureAMD CrossFireFreeSync TechnologyAMD Liquid VR technologyAMD Virtual Super Resolution (VSR)VR ReadyAMD Xconnect ReadyAMD Frame Rate Target Control (FRTC)API Supports:OpenCL 2.0DirectX 12.0OpenGL 4.5Vulkan 1.0Fill Rate (textures):149.5 GT/sFill Rate (pixels):37.4 GP/sMemorieVideo Memory Type:Video Controller MemoryTip memorie:GDDR5 SDRAMCapacitatea maxima de stocare a memoriei video ce poate fi instalata:1 x 8 GBVideo Memory Speed:7000 MHzMemory Bus Bandwidth:1 x 256 bitiInterface ProvidedDVI Interface Quantity:1DVI Interface Connector Type:24 Pin DVI-DHDMI Interface Quantity:1HDMI Interface Connector Type:HDMI (Type A)DisplayPort Interface Quantity:3MiscellaneousTip pachet:BoxCooling System Type:VGA Cooler (Double Slot)Cabluri incluse:8 PIN to 6 PIN Power CableDimensions & Weight DeviceAdancime:243 mmInaltime:40 mmLatime:124 mm",RX 570,RX-570P8DFD6,GPU,Radeon RX 570,8.0,,,,PCIe 4.0 x16,,124.0,243.0,40.0,,,GDDR5 SDRAM,,Full-height
97513796,Seagate,Seagate IronWolf 110 240 Go,"SSD 2.5"" - SATA III - Lecture max : 560 Mo/s - Ecriture max : 345 Mo/s - Mémoire TLC 3D",119.99,EUR,654787,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_w_ssd_puis_ref_est_in11016816.html,"Seagate IronWolf 110 240 Go. Description: SSD 2.5"" - SATA III - Lecture max : 560 Mo/s - Ecriture max : 345 Mo/s - Mémoire TLC 3D",IronWolf 110,,SSD,,,240.0,560.0,345.0,SATA III,SATA,,,,,2.5-inch SATA,,,"2.5"""
266853,XFX,Grafikkort XFX Radeon RX 580 GTS 8GB GDDR5,Grafikkort XFX Radeon RX 580 GTS 8GB GDDR5,1584.0,DKK,3676509,https://lootbox.dk/products/xfx-radeon-rx-580-gts-8gb-gddr5,Grafikkort XFX Radeon RX 580 GTS 8GB GDDR5. Description: Grafikkort XFX Radeon RX 580 GTS 8GB GDDR5,Radeon RX 580 GTS,,GPU,Radeon RX 580,8.0,,,,,,,,,,,GDDR5,,
36741187,Hewlett Packard Enterprise,HPE 2TB 6G SAS 7.2K rpm LFF (3.5-inch) Dual Port Midline 1yr Warranty Hard Drive,2TB 6G SAS 7.2K rpm LFF (3.5-inch) Dual Port Midline 1yr Warranty Hard Drive,6640.69,TRY,5411801,https://www.senetic.com.tr/product-507616-b21,HPE 2TB 6G SAS 7.2K rpm LFF (3.5-inch) Dual Port Midline 1yr Warranty Hard Drive. Description: 2TB 6G SAS 7.2K rpm LFF (3.5-inch) Dual Port Midline 1yr Warranty Hard Drive,,,HDD,,,2000.0,,,SAS 6G,SAS,,,,,LFF (3.5-inch),,,LFF (3.5-inch)
