config,attribute,ground_truth,predicted,correct,unknown
RAG-full,model_number,MZ-V7S250B/AM,500.0,False,False
RAG-full,bus_type,SATA III,UNKNOWN,False,True
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,model_number,ZA500CM1A003,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,CMFVY3A-128GB,UNKNOWN,False,True
RAG-full,model_number,MU-PA500,UNKNOWN,False,True
RAG-full,model_number,STGG8000400,UNKNOWN,False,True
RAG-full,form_factor,"3.5""",UNKNOWN,False,True
RAG-full,storage_connection_type,USB 3.0,UNKNOWN,False,True
RAG-full,model_number,ZA3840NM10011,UNKNOWN,False,True
RAG-full,model_number,SDCZ48-06G-U46,UNKNOWN,False,True
RAG-full,interface_type,USB-C,UNKNOWN,False,True
RAG-full,storage_connection_type,USB-C,UNKNOWN,False,True
RAG-full,model_number,ZT-T20810D-10P,UNKNOWN,False,True
RAG-full,bus_type,PCIe x16,UNKNOWN,False,True
RAG-full,model_number,ASD700-256GU31-CBK,UNKNOWN,False,True
RAG-full,storage_connection_type,USB,UNKNOWN,False,True
RAG-full,model_number,SSDPE21D480GAX1,2988,False,False
RAG-full,model_number,DC450R/1920G,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,storage_connection_type,"2.5"" SATA",UNKNOWN,False,True
RAG-full,model_number,MG04ACA600E,160.91,False,False
RAG-full,interface_type,SAS,UNKNOWN,False,True
RAG-full,storage_connection_type,"2.5"" SFF",UNKNOWN,False,True
RAG-full,model_number,Turbo -RTX2070S-8G-EVO,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,model_number,DT100G3/ 16GBCR,UNKNOWN,False,True
RAG-full,model_number,90YV0DV1-M0NA00,UNKNOWN,False,True
RAG-full,model_number,WDBWLG0030HBK,UNKNOWN,False,True
RAG-full,model_number,GT1030-2G-BRK,UNKNOWN,False,True
RAG-full,model_number,ST8000VN004,8000.0,False,False
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,WDS200T1R0B,UNKNOWN,False,True
RAG-full,form_factor,M.2,UNKNOWN,False,True
RAG-full,storage_connection_type,"2.5"" SFF",3350000.0,False,False
RAG-full,model_number,XA480ME10063,UNKNOWN,False,True
RAG-full,model_number,TUF-GTX1650S-4G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,MU-PC1T0H/WW,UNKNOWN,False,True
RAG-full,bus_type,USB 3.2 Gen 2,UNKNOWN,False,True
RAG-full,interface_type,Type-C,UNKNOWN,False,True
RAG-full,bus_type,PCIe 2.0,UNKNOWN,False,True
RAG-full,form_factor,Low profile,UNKNOWN,False,True
RAG-full,model_number,ROG-STRIX-RX5700XT-O8G-GAMING,UNKNOWN,False,True
RAG-full,model_number,WDBYNN0010BRD-WESN,UNKNOWN,False,True
RAG-full,interface_type,USB Type-C,UNKNOWN,False,True
RAG-full,model_number,WDBYVG0010BBK-WESN,UNKNOWN,False,True
RAG-full,model_number,SSDSC2KB240G801,UNKNOWN,False,True
RAG-full,model_number,VGAGT1030-2G-BRK,UNKNOWN,False,True
RAG-full,model_number,ST1000NM001A,2000.0,False,False
RAG-full,model_number,ZA240NM10011,UNKNOWN,False,True
RAG-full,model_number,WD100PURZ,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,STHH2000400,UNKNOWN,False,True
RAG-full,interface_type,Type-C,1000.0,False,False
RAG-full,model_number,MU-PC500S/WW,274.94,False,False
RAG-full,model_number,GV-N208STURBO-8GC,UNKNOWN,False,True
RAG-full,model_number,WDS100T2G0A,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,1800.0,False,False
RAG-full,bus_type,USB 3.1 Gen 1,59.99,False,False
RAG-full,model_number,N208TAORUSX W-11GC,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,SE9 G2,16,False,False
RAG-full,model_number,WDS250G2B0B,UNKNOWN,False,True
RAG-full,bus_type,SATA III,UNKNOWN,False,True
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,model_number,ZP500GM3A002,1000.0,False,False
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,model_number,STJM2000400,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,bus_type,PCIe,8.0,False,False
RAG-full,interface_type,OTG,16.95,False,False
RAG-full,model_number,TURBO-RTX2060S-8G-EVO,8.0,False,False
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,SSDPED1K750GA01,1000.0,False,False
RAG-full,form_factor,HHHL,UNKNOWN,False,True
RAG-full,model_number,WD10PURZ,UNKNOWN,False,True
RAG-full,model_number,ST8000NM000A,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,interface_type,Micro USB,Suntrsi,False,False
RAG-full,bus_type,USB 3.0,UNKNOWN,False,True
RAG-full,form_factor,2.5,UNKNOWN,False,True
RAG-full,model_number,CZ73,UNKNOWN,False,True
RAG-full,model_number,D3-S4610,UNKNOWN,False,True
RAG-full,model_number,DTVP30/32GB,16.0,False,False
RAG-full,model_number,MG07ACA12TE,UNKNOWN,False,True
RAG-full,model_number,WD40EFAX,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,GV-N2060WF2OC-6GD,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,storage_connection_type,Type C,100MB/s,False,False
RAG-full,model_number,STEA4000402,UNKNOWN,False,True
RAG-full,model_number,GVN166TGO6-00-G,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,652583-B21,UNKNOWN,False,True
RAG-full,model_number,SDCZ50-008G,UNKNOWN,False,True
RAG-full,bus_type,USB 2.0,UNKNOWN,False,True
RAG-full,model_number,ZT-T16610F-10L,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,WDS200T1R0A,UNKNOWN,False,True
RAG-full,model_number,SDIX30C-016G-GN6NN,UNKNOWN,False,True
RAG-full,model_number,870757-B21,UNKNOWN,False,True
RAG-full,model_number,SDCZ48-128G-U46,UNKNOWN,False,True
RAG-full,model_number,SA2000M8/1000G,600,False,False
RAG-full,bus_type,PCIe 3.0,2.0,False,False
RAG-full,storage_connection_type,USB,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,model_number,RX-580P8DFD6,UNKNOWN,False,True
RAG-full,model_number,STHP4000403,UNKNOWN,False,True
RAG-full,model_number,MZ-76P256B/EU,UNKNOWN,False,True
RAG-full,model_number,652564-B21,UNKNOWN,False,True
RAG-full,model_number,CSSD-F240GBMP510,UNKNOWN,False,True
RAG-full,model_number,GV-N207SAORUS-8GC,UNKNOWN,False,True
RAG-full,interface_type,ATX,UNKNOWN,False,True
RAG-full,form_factor,ATX,UNKNOWN,False,True
RAG-full,model_number,ROG -STRIX-RTX2070S-O8G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,interface_type,USB Type-A,100,False,False
RAG-full,storage_connection_type,USB Type-A,100.0,False,False
RAG-full,model_number,DTIG4/128GB,UNKNOWN,False,True
RAG-full,model_number,SSDPEKNW010T8X1,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,interface_type,USB Type-C,UNKNOWN,False,True
RAG-full,bus_type,SATA III,194.70,False,False
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,storage_connection_type,"2.5"" SATA",UNKNOWN,False,True
RAG-full,model_number,DT01ACA200,UNKNOWN,False,True
RAG-full,model_number,ST10000VN0004,UNKNOWN,False,True
RAG-full,model_number,WDS500G3X0C,UNKNOWN,False,True
RAG-full,model_number,WD30PURZ,UNKNOWN,False,True
RAG-full,storage_connection_type,3.5-inch SATA,UNKNOWN,False,True
RAG-full,model_number,DUAL-RTX2070S-8G-EVO,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,ST16000NE000,UNKNOWN,False,True
RAG-full,interface_type,USB Type C,UNKNOWN,False,True
RAG-full,model_number,WD5003AZEX,4000.0,False,False
RAG-full,model_number,ST3000VX010,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,SDCZ71-032G-B35,UNKNOWN,False,True
RAG-full,model_number,MZ-V6E500BW,UNKNOWN,False,True
RAG-full,model_number,ST600MP0006,UNKNOWN,False,True
RAG-full,model_number,3813430,UNKNOWN,False,True
RAG-full,model_number,GV-N166SGAMING OC-6GD,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,22599.00,False,False
RAG-full,form_factor,ATX,UNKNOWN,False,True
RAG-full,model_number,GT710-4H-SL-2GD5,UNKNOWN,False,True
RAG-full,model_number,GV-R55XTGAMING OC-8GD,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,DUAL-RTX3070-8G,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,bus_type,USB 3.1,UNKNOWN,False,True
RAG-full,interface_type,USB Type C,UNKNOWN,False,True
RAG-full,form_factor,2.5,UNKNOWN,False,True
RAG-full,model_number,DTDUO3C/32GB,UNKNOWN,False,True
RAG-full,bus_type,USB 3.1,UNKNOWN,False,True
RAG-full,storage_connection_type,USB-C,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,PH-GTX1050TI-4G,UNKNOWN,False,True
RAG-full,model_number,VCG20708STFMPB-O,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,form_factor,Dual-Slot,UNKNOWN,False,True
RAG-full,model_number,MZ-76P256E,UNKNOWN,False,True
RAG-full,model_number,DUAL-RTX2070S-A8G-EVO,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,ZA1000GM1A001,UNKNOWN,False,True
RAG-full,model_number,ROG-STRIX-RTX2060-A6G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe x16,14000.0,False,False
RAG-full,model_number,ST2000NX0273,UNKNOWN,False,True
RAG-full,bus_type,SAS 12G,UNKNOWN,False,True
RAG-full,interface_type,SAS,UNKNOWN,False,True
RAG-full,model_number,ST2000NX0253,UNKNOWN,False,True
RAG-full,bus_type,SATA III,UNKNOWN,False,True
RAG-full,interface_type,USB Type-C,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-full,model_number,ST1000NX0313,UNKNOWN,False,True
RAG-full,model_number,11293-05-40G,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,model_number,WDS500G1B0A,UNKNOWN,False,True
RAG-full,form_factor,"2,5''",550.0,False,False
RAG-full,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-full,model_number,11293-01-20G,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,model_number,GV-N166TWF2OC-6GD,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,MZ-N6E500BW,UNKNOWN,False,True
RAG-full,model_number,ST6000VN0033,UNKNOWN,False,True
RAG-full,model_number,GP-GSM2NE3100TNTD,UNKNOWN,False,True
RAG-full,model_number,TUF-GTX1660S-6G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,WDS100T1R0B,UNKNOWN,False,True
RAG-full,model_number,GV-R56XTWF2OC-6GD,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,model_number,NED3090019SB-132BA,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,bus_type,SATA III,UNKNOWN,False,True
RAG-full,interface_type,Serial ATA III,UNKNOWN,False,True
RAG-full,model_number,AS102P-32G-RGY,90,False,False
RAG-full,form_factor,"1""",UNKNOWN,False,True
RAG-full,storage_connection_type,USB Type C,UNKNOWN,False,True
RAG-full,bus_type,USB 3.1,UNKNOWN,False,True
RAG-full,storage_connection_type,USB,UNKNOWN,False,True
RAG-full,model_number,ASX6000LNP-512GT-C,UNKNOWN,False,True
RAG-full,interface_type,USB 3.0,UNKNOWN,False,True
RAG-full,form_factor,Portable External,UNKNOWN,False,True
RAG-full,model_number,WDBYNN0010BYL-WESN,"1TB, Orange, 4000.0",False,False
RAG-full,form_factor,"2,5""",UNKNOWN,False,True
RAG-full,storage_connection_type,USB 3.0,UNKNOWN,False,True
RAG-full,model_number,759208-B21,1844.75,False,False
RAG-full,model_number,TUF-GTX1660-6G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,718037782898,UNKNOWN,False,True
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,form_factor,3.5 col,UNKNOWN,False,True
RAG-full,storage_connection_type,3.5 col,UNKNOWN,False,True
RAG-full,model_number,08G-P4-3071-KR,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,interface_type,Type-C,715.00,False,False
RAG-full,form_factor,"2.5""",1000.0,False,False
RAG-full,storage_connection_type,Type-C,UNKNOWN,False,True
RAG-full,model_number,GV-N105TOC-4GL,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,form_factor,Low Profile,UNKNOWN,False,True
RAG-full,bus_type,USB 2.0,UNKNOWN,False,True
RAG-full,model_number,WDBYVG0010BBK-WESN,UNKNOWN,False,True
RAG-full,model_number,ZT-T20710D-10P,UNKNOWN,False,True
RAG-full,model_number,ST1200MM0129,UNKNOWN,False,True
RAG-full,model_number,90YV0DQ2-M0NA00,1890.0,False,False
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,storage_connection_type,"2.5"" SFF",UNKNOWN,False,True
RAG-full,model_number,CT500P5SSD8,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,bus_type,USB 3.2 Gen 2,UNKNOWN,False,True
RAG-full,interface_type,Type-C,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,GVN166TA-00-G,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,WDS480G2G0A,UNKNOWN,False,True
RAG-full,model_number,ST2000DM006,UNKNOWN,False,True
RAG-full,model_number,AUV128-16G-RBE,UNKNOWN,False,True
RAG-full,model_number,WDBS4B0020BBK-WESN,UNKNOWN,False,True
RAG-full,bus_type,USB 3.0,UNKNOWN,False,True
RAG-full,interface_type,USB,UNKNOWN,False,True
RAG-full,form_factor,PORTABLE,UNKNOWN,False,True
RAG-full,storage_connection_type,USB,UNKNOWN,False,True
RAG-full,bus_type,USB,UNKNOWN,False,True
RAG-full,interface_type,USB,UNKNOWN,False,True
RAG-full,storage_connection_type,USB,UNKNOWN,False,True
RAG-full,storage_connection_type,"2.5""",UNKNOWN,False,True
RAG-full,model_number,ZT-T16620D-10M,UNKNOWN,False,True
RAG-full,model_number,832514-b21,UNKNOWN,False,True
RAG-full,model_number,912-V373-283,2560,False,False
RAG-full,bus_type,PCIe 3.0 x16,2560,False,False
RAG-full,model_number,ROG -STRIX-RTX2060-O6G-EVO-GAMING,UNKNOWN,False,True
RAG-full,storage_connection_type,2.5-inch SAS,UNKNOWN,False,True
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,form_factor,2.5,UNKNOWN,False,True
RAG-full,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,model_number,TUF 3-RX5700XT-O8G-GAMING,UNKNOWN,False,True
RAG-full,model_number,01G-P3-1313-KR,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,form_factor,Low Profile,UNKNOWN,False,True
RAG-full,form_factor,"2,5",UNKNOWN,False,True
RAG-full,form_factor,2.5in,UNKNOWN,False,True
RAG-full,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-full,model_number,SSDPEKNW010T9X1,UNKNOWN,False,True
RAG-full,model_number,VCQP400DVI-PB,4.0,False,False
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,model_number,2240,UNKNOWN,False,True
RAG-full,interface_type,USB3.0,UNKNOWN,False,True
RAG-full,form_factor,2.5,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,interface_type,Micro USB,UNKNOWN,False,True
RAG-full,model_number,MZ-76Q4T0BW,UNKNOWN,False,True
RAG-full,model_number,11295-05-20G,UNKNOWN,False,True
RAG-full,model_number,MU-PC1T0T,UNKNOWN,False,True
RAG-full,interface_type,Type C / A,"Titan Gray, 1000.0, Type C / A, Blue, MU-PC1T0H/WW, MU-PC1T0T",False,False
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,DUAL-RTX2060-O6G-EVO,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,439,False,False
RAG-full,bus_type,SATA III,UNKNOWN,False,True
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,form_factor,"3.5""",UNKNOWN,False,True
RAG-full,storage_connection_type,"3.5"" SATA",UNKNOWN,False,True
RAG-full,model_number,TUF-RTX3090-24G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,model_number,WDS500G1R0A,UNKNOWN,False,True
RAG-full,interface_type,ATX,UNKNOWN,False,True
RAG-full,model_number,DTDUO3/16GB,UNKNOWN,False,True
RAG-full,interface_type,OTG,UNKNOWN,False,True
RAG-full,model_number,GV-R57XTGAMING OC-8GD,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,form_factor,2.5-Inch,UNKNOWN,False,True
RAG-full,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-full,model_number,DUAL-RTX2070S-O8G-EVO,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,V375-032R,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,781518-B21,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,STEA500400,UNKNOWN,False,True
RAG-full,interface_type,USB 3.0,UNKNOWN,False,True
RAG-full,interface_type,USB 3.0,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,storage_connection_type,"2.5""",UNKNOWN,False,True
RAG-full,model_number,MU-PC500T,UNKNOWN,False,True
RAG-full,bus_type,USB 3.2 Gen 2,UNKNOWN,False,True
RAG-full,interface_type,Type-C,UNKNOWN,False,True
RAG-full,model_number,ST14000NE0008,UNKNOWN,False,True
RAG-full,interface_type,SATA,UNKNOWN,False,True
RAG-full,model_number,861691-B21,UNKNOWN,False,True
RAG-full,model_number,WDS200T2B0B,UNKNOWN,False,True
RAG-full,model_number,SDCZ60-064G-B35,UNKNOWN,False,True
RAG-full,model_number,WD82PURZ,UNKNOWN,False,True
RAG-full,model_number,ST1800MM0129,UNKNOWN,False,True
RAG-full,model_number,GV-N1650OC-4GD,UNKNOWN,False,True
RAG-full,model_number,100-505940,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,268.85,False,False
RAG-full,model_number,ZA250CM1A003,1000.0,False,False
RAG-full,bus_type,USB 2.0,UNKNOWN,False,True
RAG-full,bus_type,USB 2.0,UNKNOWN,False,True
RAG-full,model_number,HDWQ140UZSVA,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,SKC2000M8 / 500G,3500,False,False
RAG-full,model_number,WDS100T1R0A,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,652572-B21,UNKNOWN,False,True
RAG-full,model_number,SDIX30C-032G-GN6NN,UNKNOWN,False,True
RAG-full,interface_type,Lightning,128.0,False,False
RAG-full,model_number,STEB4000100,UNKNOWN,False,True
RAG-full,bus_type,USB 3.0,UNKNOWN,False,True
RAG-full,model_number,ST12000NE0008,UNKNOWN,False,True
RAG-full,interface_type,USB Type-A,UNKNOWN,False,True
RAG-full,storage_connection_type,USB Type-A,UNKNOWN,False,True
RAG-full,model_number,SSDSC2KG960G801,UNKNOWN,False,True
RAG-full,form_factor,"1""",UNKNOWN,False,True
RAG-full,model_number,WDS500G2B0B,UNKNOWN,False,True
RAG-full,form_factor,"2,5Zoll",UNKNOWN,False,True
RAG-full,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-full,model_number,90YV0DU0-M0NA00,UNKNOWN,False,True
RAG-full,model_number,ST8000VX004,UNKNOWN,False,True
RAG-full,model_number,DTLPG3,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,ST3000LM024,UNKNOWN,False,True
RAG-full,form_factor,"2.5""",UNKNOWN,False,True
RAG-full,model_number,STJP1000400,UNKNOWN,False,True
RAG-full,form_factor,external SSD,UNKNOWN,False,True
RAG-full,model_number,SSDPEKNW512G8X1,UNKNOWN,False,True
RAG-full,interface_type,NVMe,UNKNOWN,False,True
RAG-full,model_number,MU-PA1T0B/WW,2204.00,False,False
RAG-full,model_number,ASX6000LNP-1TT-C,UNKNOWN,False,True
RAG-full,model_number,90YV0AL0-M0NA00,UNKNOWN,False,True
RAG-full,model_number,WDBYNN0010BWT-WESN,UNKNOWN,False,True
RAG-full,bus_type,USB 3.0,UNKNOWN,False,True
RAG-full,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-full,model_number,WDBYFT0040BOR-WESN,UNKNOWN,False,True
RAG-full,interface_type,USB,UNKNOWN,False,True
RAG-full,model_number,AUV128-32G-RBE,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,form_factor,"1""",UNKNOWN,False,True
RAG-full,storage_connection_type,USB Type C,1000.0,False,False
RAG-full,model_number,ROG-STRIX-RTX3080-10G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,model_number,AXRX 5700XT 8GBD6-3DHR/OC,UNKNOWN,False,True
RAG-full,model_number,ROG -STRIX-RTX2070S-A8G-GAMING,UNKNOWN,False,True
RAG-full,model_number,NE51660018J9-165F,UNKNOWN,False,True
RAG-full,model_number,GV-N207SWF3OC-8GD,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,ST16000NM001G,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,model_number,ROG-STRIX-RTX3090-O24G-GAMING,UNKNOWN,False,True
RAG-full,bus_type,PCIe,UNKNOWN,False,True
RAG-full,model_number,WDS500G1B0C,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-full,form_factor,Full-height,UNKNOWN,False,True
RAG-full,model_number,PBU120GS25SSDR,UNKNOWN,False,True
RAG-full,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-full,model_number,MZ-V7S250BW,UNKNOWN,False,True
RAG-full,model_number,SUV500MS-480GB,UNKNOWN,False,True
RAG-partial,model_number,GV-N3080GAMING OC-10GD,UNKNOWN,False,True
RAG-partial,model_number,CSSD-F960GBMP510,UNKNOWN,False,True
RAG-partial,model_number,90YV0CV2-M0NA00,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,model_number,GV-N166SOC-6GD,UNKNOWN,False,True
RAG-partial,model_number,V375-040R,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,90YV0DQ0-M0NA00,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,8.0,False,False
RAG-partial,model_number,AGAMMIXS11P-1TT-C,UNKNOWN,False,True
RAG-partial,model_number,GV-R56XTGAMING OC-6GD,UNKNOWN,False,True
RAG-partial,model_number,100-506008,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,NE6166SS18J9-161F,UNKNOWN,False,True
RAG-partial,model_number,843266-B21,UNKNOWN,False,True
RAG-partial,model_number,ROG-STRIX-RTX2080TI-O11G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,PBU240GS25SSDR,UNKNOWN,False,True
RAG-partial,model_number,SDCZ50-128G-B35,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,model_number,WDBWLG0040HBK-EESN,118,False,False
RAG-partial,model_number,WDBMCG5000ABT-WESN,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,model_number,DT100G3/256GB,UNKNOWN,False,True
RAG-partial,model_number,ST4000NE001,UNKNOWN,False,True
RAG-partial,interface_type,Micro B,UNKNOWN,False,True
RAG-partial,model_number,PH-GTX1650-O4G,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5"" SATA",UNKNOWN,False,True
RAG-partial,model_number,GP-ASM2NE6100TTTD,UNKNOWN,False,True
RAG-partial,model_number,912-V372-257,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,1845.0,False,False
RAG-partial,model_number,DT100G3/128GB,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,119.99,False,False
RAG-partial,interface_type,USB,119.99,False,False
RAG-partial,form_factor,2.5,119.99,False,False
